F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-HttpRequestBase,F3-Set<String>,F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TestElementProperty,F3-PrintStream,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-Object,F3-MenuIcon,F3-String,F3-long,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-String[],F3-Arguments,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-fschumacher@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-fschumacher@unknown,F71-milamber@apache.org,F71-thads@apache.org,F71-rjung@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,F71-undera@apache.org,F71-pmouawad@unknown,category
8720,2791,33,23,0.1301115241635687,0.4559270516717325,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,11106,0,602,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
8674,2771,18,23,1.6286764705882353,0.4133333333333333,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.45,0.1048601512534388,-0.1,0.1048601512534388,0.0,10571,0,116,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
8674,2771,18,23,0.4338235294117647,0.4133333333333333,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,11106,0,116,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
8526,2741,30,23,0.5030927835051546,0.3467492260061919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,2,-1.0,0.3333333333333333,0.4250676555271278,-0.3333333333333333,0.4250676555271278,0.0,2805,0,315,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8526,2741,30,23,0.1154639175257732,0.3467492260061919,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,5871,0,315,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
8674,2771,23,23,0.2214022140221402,1.1682242990654206,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,-1.0,11106,0,231,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
6539,1498,30,23,0.4669703872437357,0.4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,0.0,3442,0,543,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
6539,1498,30,23,0.3917995444191344,0.4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,0.0,3442,0,543,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,close
6539,1498,30,23,0.1343963553530751,0.4,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,11106,0,543,0,0,1,1,0,1,0,0,0,1,0,0,1,1,0,1,1,0,0,open
9736,3131,9,23,0.3873873873873873,1.435897435897436,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,-1.0,11106,0,83,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
7736,2242,18,23,0.4775641025641026,0.7116564417177914,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,1.0,3442,0,408,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
7736,2242,18,23,0.3717948717948718,0.7116564417177914,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,1.0,3442,0,408,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
7736,2242,18,23,0.1602564102564102,0.7116564417177914,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,11106,0,408,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,0,open
10069,3216,6,23,0.8255813953488372,0.631578947368421,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,20,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,6197,0,118,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2781,99,7,23,0.4452054794520548,0.2115384615384615,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,20,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,0.0,1634,0,106,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2780,99,11,9,0.5235849056603774,0.1527777777777778,0.4444444444444444,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,0.0,5810,0,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
2780,99,11,9,0.2358490566037736,0.1527777777777778,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,6601,0,127,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,open
9655,3100,13,9,0.3209459459459459,0.2663316582914573,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5984,0,130,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
9655,3100,13,9,0.4324324324324324,0.2663316582914573,0.2352941176470588,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5810,0,130,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
9655,3100,8,9,0.9096045197740112,0.2833333333333333,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,10892,0,143,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,close
13329,4561,18,9,0.7317073170731707,0.3100558659217877,0.0857142857142857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,10571,0,573,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,close
13329,4561,18,9,0.3189493433395872,0.3100558659217877,0.0952380952380952,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,10571,0,573,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,close
13329,4561,18,9,0.8761726078799249,0.3100558659217877,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,1.0,5810,0,573,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,close
10273,3457,11,11,0.3115468409586057,0.2012383900928792,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,1615,0,330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
10273,3457,11,11,0.2570806100217865,0.2012383900928792,0.375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,1615,0,330,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
13509,4624,15,11,0.7330210772833724,0.2145214521452145,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,-1.0,5810,0,432,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
2781,99,7,9,0.2212765957446808,0.1105527638190954,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,11106,0,410,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,open
7736,2242,17,9,0.1451612903225806,1.443181818181818,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,11106,0,457,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,close
10273,3457,8,9,0.4713375796178344,1.2258064516129032,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,11106,0,251,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,close
4758,1066,9,9,0.272108843537415,0.3846153846153846,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,1.0,2103,0,110,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
13382,4590,16,9,0.1638655462184874,0.1666666666666666,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,-1.0,11106,0,285,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,open
10273,3457,13,4,0.3786008230452675,0.2838709677419355,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,10892,0,338,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,close
10273,3457,7,4,0.9370629370629372,0.369047619047619,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,5810,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
10273,3457,7,4,0.7342657342657343,0.369047619047619,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,1.0,5810,0,72,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,close
12923,4388,17,21,0.7121588089330024,0.4918032786885246,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.3333333333333333,0.4250676555271278,-0.3333333333333333,0.4250676555271278,-1.0,10268,0,888,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,open
3963,785,2,21,0.4969325153374233,0.3962264150943396,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,I18N,DM_CONVERT_CASE,3,-1.0,0.5555555555555556,0.00014082138753473947,0.1111111111111111,0.00014082138753473947,-1.0,1308,0,127,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
10273,3457,6,21,6.428571428571429,1.064516129032258,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.45,0.1048601512534388,-0.1,0.1048601512534388,-1.0,9824,0,36,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,open
8720,2791,4,19,0.8780487804878049,1.2121212121212122,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,7619,2,242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,open
8674,2771,21,19,0.3065217391304348,0.4701754385964912,0.3423913043478261,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-1.0,1336,2,1020,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
8674,2771,21,19,0.3304347826086956,0.4701754385964912,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-1.0,5223,2,1020,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
8674,2771,21,19,0.9434782608695652,0.4701754385964912,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.125,0.0394932537966166,-0.75,0.0394932537966166,-1.0,3125,2,1020,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
10176,3249,15,19,0.7020602218700476,0.3448275862068966,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.0909090909090909,0.4250676555271278,-0.8181818181818182,0.4250676555271278,-0.6,5220,2,807,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
10176,3249,15,19,0.7416798732171157,0.3448275862068966,0.3846153846153846,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,21,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-0.6,5810,2,807,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,close
10176,3249,15,19,0.3177496038034865,0.3448275862068966,0.1512605042016806,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-0.6,1453,2,807,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
10176,3249,15,19,0.3391442155309033,0.3448275862068966,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.3333333333333333,0.4250676555271278,-0.3333333333333333,0.4250676555271278,-0.6,1440,2,807,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
10176,3249,15,19,0.4136291600633914,0.3448275862068966,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-0.6,7619,2,807,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,open
13726,4847,83,19,0.4157963446475196,0.2616387337057728,0.627906976744186,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,21,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-0.2727272727272727,619,2,1085,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
13726,4847,83,19,0.2503263707571801,0.2616387337057728,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.45,0.1048601512534388,-0.1,0.1048601512534388,-0.2727272727272727,5810,2,1085,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
13726,4847,83,19,0.4503916449086161,0.2616387337057728,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,PZLA_PREFER_ZERO_LENGTH_ARRAYS,3,1.0,0.125,0.4250676555271278,-0.75,0.4250676555271278,-0.2727272727272727,1371,2,1085,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,close
13726,4847,83,19,0.9654046997389034,0.2616387337057728,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-0.2727272727272727,1395,2,1085,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
13726,4847,83,19,0.9053524804177546,0.2616387337057728,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-0.2727272727272727,7619,2,1085,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,open
13726,4847,83,19,0.7650130548302873,0.2616387337057728,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-0.2727272727272727,7619,2,1085,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,open
13726,4847,83,19,0.3600957354221061,0.2616387337057728,0.1071428571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,ST_WRITE_TO_STATIC_FROM_INSTANCE_METHOD,3,-1.0,0.1538461538461538,0.4250676555271278,-0.6923076923076923,0.4250676555271278,-0.2727272727272727,1383,2,1085,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
13726,4847,83,19,0.554177545691906,0.2616387337057728,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,-0.2727272727272727,11106,2,1085,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,close
13726,4847,83,19,0.5737597911227154,0.2616387337057728,1.0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,-0.2727272727272727,11106,2,1085,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,close
13726,4847,83,19,0.5939947780678851,0.2616387337057728,1.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,21,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,-0.2727272727272727,11106,2,1085,1,0,1,1,0,1,0,1,1,1,0,0,1,1,0,1,1,0,0,close
5780,1370,3,19,0.7692307692307693,0.532258064516129,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,21,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,-1.0,3125,2,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
11909,4021,35,1,0.3217568947906026,0.1680555555555555,0.1739130434782608,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.1686746987951807,0.4250676555271278,-0.6385542168674698,0.4250676555271278,0.0,5810,0,318,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,open
11909,4021,35,1,0.08682328907048,0.1680555555555555,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,11106,0,318,0,0,1,1,0,1,0,0,1,1,0,0,1,1,0,1,1,0,0,open
13076,4427,23,52,0.1773778920308483,0.77,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.7768595041322314,0.4250676555271278,0.5537190082644629,0.4250676555271278,0.0,10421,5,642,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,open
10385,3480,24,52,0.5582706766917294,0.0694143167028199,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,-1.0,4780,5,912,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,open
7128,1827,17,52,0.2253886010362694,0.4089673913043478,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,CORRECTNESS,NP_NULL_PARAM_DEREF,2,1.0,1.0,0.0,1.0,0.0,1.0,4473,5,1104,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,close
7128,1827,17,52,0.1934369602763385,0.4089673913043478,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,1.0,4473,5,1104,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,close
7128,1827,17,52,0.2012089810017271,0.4089673913043478,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,1.0,4473,5,1104,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,close
7128,1827,17,52,0.9343696027633852,0.4089673913043478,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,I18N,DM_DEFAULT_ENCODING,1,1.0,0.5172413793103449,0.00014082138753473947,0.0344827586206896,0.00014082138753473947,1.0,4473,5,1104,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,close
3003,243,24,52,0.2221418234442836,0.332258064516129,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,30,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.2142857142857142,0.4250676555271278,-0.5535714285714286,0.4250676555271278,0.0,4473,5,446,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,open
3003,243,24,52,0.3654124457308249,0.332258064516129,1.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,30,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.71875,0.1677679897339876,0.4375,0.1677679897339876,0.0,4416,5,446,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1,0,close
