F72,F25,F65,F68,F101,F104,F105,F3-NA,F3-((ThroughputController)el).getMaxThroughput(),F3-JMeterTreeNode,F3-StringProperty,F3-CollectionProperty,F3-TextMessage,F3-TestElementProperty,F3-GenericController,F3-HashTree,F3-byte[],F3-boolean,F3-JMeterFileFilter,F3-String,F3-InterleaveControl.IGNORE_SUB_CONTROLLERS,F3-int,F3-URL,F3-Node,F3-String[],F3-Date,F3-Locale,F15-NA,F15-private,F15-protected,F15-public,F94,F21,F20,F22,F116,F117,F120,F110,F123,F115,F77,F41,F126,F71-dev-null@apache.org,F71-mblankestijn@apache.org,F71-jsalvata@apache.org,F71-dims@apache.org,F71-jeremy_a@apache.org,F71-seade@apache.org,F71-oros@apache.org,F71-woolfel@apache.org,F71-pmouawad@apache.org,F71-alf@apache.org,F71-milamber@apache.org,F71-thads@apache.org,F71-sebb@apache.org,F71-mstover1@apache.org,category
13509,3560,15,11,0.7330210772833724,0.2145214521452145,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,-1.0,3707,67,429,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
13705,3777,7,9,0.2194092827004219,0.11,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,94,407,0,0,1,0,1,0,0,0,1,0,0,0,1,1,open
7736,1178,17,9,0.1451612903225806,1.443181818181818,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,94,43,0,0,1,0,1,0,0,0,0,0,0,0,1,1,close
10273,2393,8,9,0.4713375796178344,1.2258064516129032,1.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,94,251,0,0,1,0,1,0,0,0,0,0,0,0,1,1,close
4758,2,9,9,0.272108843537415,0.3846153846153846,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,0,94,73,0,0,0,0,0,0,0,0,1,0,0,0,0,0,open
13382,3526,13,9,0.1733333333333333,0.1783439490445859,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,-0.7142857142857143,9003,94,277,0,0,1,0,1,0,0,0,1,0,1,0,1,1,open
10273,2393,13,4,0.3786008230452675,0.2838709677419355,0.6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,8789,46,201,0,0,0,0,1,0,0,0,1,0,0,0,1,1,close
10273,2393,7,4,0.9333333333333332,0.4025974025974026,0.2222222222222222,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,3707,46,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
10273,2393,7,4,0.7333333333333333,0.4025974025974026,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,STYLE,BC_UNCONFIRMED_CAST,3,1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,1.0,3707,46,160,0,0,0,0,0,0,0,0,0,0,0,0,1,0,close
12923,3324,17,21,0.7040816326530612,0.4467213114754098,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,1,3,STYLE,NP_LOAD_OF_KNOWN_NULL_VALUE,3,-1.0,0.4,0.3518318831535469,-0.2,0.3518318831535469,-1.0,8165,4,887,0,0,1,0,0,0,0,0,1,0,0,0,1,1,open
10273,2393,7,21,5.517441860465116,1.0,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.5,0.0837600739859955,0.0,0.0837600739859955,1.0,7721,4,95,0,0,0,0,0,0,0,0,0,0,0,0,1,1,open
8720,1727,4,19,0.8742138364779874,1.1692307692307693,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-1.0,5516,57,232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
8674,1707,20,19,0.3164251207729469,0.4880952380952381,0.1652777777777777,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,12,I18N,DM_DEFAULT_ENCODING,1,0.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,0.0,8573,57,975,0,0,1,0,1,0,0,0,1,0,1,0,1,1,close
8674,1707,20,19,0.3454106280193236,0.4880952380952381,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,I18N,DM_DEFAULT_ENCODING,1,0.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,0.0,3120,57,975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
8674,1707,20,19,0.9371980676328504,0.4880952380952381,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,MALICIOUS_CODE,EI_EXPOSE_REP,2,-1.0,0.3636363636363636,0.1653681910833421,-0.2727272727272727,0.1653681910833421,0.0,1022,57,975,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
8674,1707,20,19,0.4758454106280193,0.4880952380952381,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,PERFORMANCE,WMI_WRONG_MAP_ITERATOR,2,1.0,0.3333333333333333,0.0507433447509164,-0.3333333333333333,0.0507433447509164,0.0,3081,57,975,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
10176,2185,13,19,0.6372180451127819,0.3739376770538243,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.2222222222222222,0.3518318831535469,-0.5555555555555556,0.3518318831535469,-1.0,3117,57,527,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
13726,3783,63,19,0.2382098171318575,0.3084648493543759,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,BAD_PRACTICE,NM_CONFUSING,3,-0.5,0.5,0.0837600739859955,0.0,0.0837600739859955,0.2,3707,57,1468,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
13726,3783,63,19,0.8286814244465832,0.3084648493543759,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,0.2,5516,57,1468,0,0,0,0,0,0,0,1,1,0,1,0,1,0,open
13726,3783,63,19,0.5187680461982676,0.3084648493543759,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.2,9003,57,1468,1,0,1,0,1,0,1,1,1,0,1,1,1,1,close
13726,3783,63,19,0.5476419634263715,0.3084648493543759,1.0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.2,9003,57,1468,1,0,1,0,1,0,1,1,1,0,1,1,1,1,close
13726,3783,63,19,0.5765158806544755,0.3084648493543759,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,12,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.2,9003,57,1468,1,0,1,0,1,0,1,1,1,0,1,1,1,1,close
5780,306,3,19,0.7692307692307693,0.532258064516129,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,STYLE,REC_CATCH_EXCEPTION,3,-1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,-1.0,1022,57,9,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
11909,2957,33,1,0.3410404624277456,0.1867954911433172,0.1904761904761904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,0.0,3707,16,1490,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
11909,2957,33,1,0.0901734104046242,0.1867954911433172,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.0,9003,16,1490,0,0,1,0,1,0,0,1,1,0,1,1,1,1,open
13076,3363,21,52,0.1904761904761904,0.7608695652173914,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,0.0,8318,112,230,0,0,0,0,0,0,0,1,0,0,0,0,1,1,open
10385,2416,24,52,0.5551401869158878,0.0689655172413793,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,-1.0,2677,112,55,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
7128,763,17,52,0.2206613988879134,0.4206128133704735,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,CORRECTNESS,NP_NULL_PARAM_DEREF,2,1.0,1.0,0.0,1.0,0.0,1.0,2370,112,100,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7128,763,17,52,0.1949078138718173,0.4206128133704735,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,1.0,2370,112,100,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7128,763,17,52,0.2045654082528533,0.4206128133704735,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,29,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,1.0,2370,112,100,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7128,763,17,52,0.929762949956102,0.4206128133704735,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,1.0,2370,112,100,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7128,763,20,52,0.2213541666666666,0.2795031055900621,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,0.6,2370,112,328,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7128,763,20,52,0.4201388888888889,0.2795031055900621,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,29,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.6,2370,112,328,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
7128,763,20,52,0.4383680555555556,0.2795031055900621,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.6,2313,112,328,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
7128,763,20,52,0.5763888888888888,0.2795031055900621,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.6,2370,112,328,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7128,763,20,52,0.6692708333333334,0.2795031055900621,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,0.6,2271,112,328,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
7113,760,6,52,0.3841463414634146,0.4615384615384615,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,1.0,0.1653681910833421,1.0,0.1653681910833421,1.0,2355,112,47,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7113,760,6,52,0.3963414634146341,0.4615384615384615,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,MALICIOUS_CODE,MS_MUTABLE_COLLECTION_PKGPROTECT,2,0.0,1.0,0.1653681910833421,1.0,0.1653681910833421,1.0,2355,112,47,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
8720,1727,15,52,0.9252136752136751,0.6991869918699187,0.1176470588235294,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,29,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,1.0,2457,112,233,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7863,1235,117,52,0.7960701009028146,0.4215017064846416,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,0.3333333333333333,1879,112,1110,0,0,0,0,0,0,0,0,1,0,1,0,1,0,open
7863,1235,117,52,0.4540626659585767,0.4215017064846416,0.4166666666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,I18N,DM_DEFAULT_ENCODING,1,1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,0.3333333333333333,7451,112,1110,0,0,0,0,0,0,0,0,1,1,1,0,1,1,close
7863,1235,117,52,0.6548061603823686,0.4215017064846416,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,0.3333333333333333,7451,112,1110,0,0,0,0,0,0,0,0,1,1,1,0,1,1,close
8465,1639,13,52,0.2510917030567685,0.5725190839694656,1.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,29,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,-1.0,3119,112,405,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
8465,1639,13,52,0.2445414847161572,0.5725190839694656,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,-1.0,2677,112,405,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
7545,1065,15,52,0.4202127659574468,0.2239382239382239,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.5,0.0837600739859955,0.0,0.0837600739859955,1.0,8468,112,351,0,0,0,1,1,0,0,1,1,0,0,0,1,1,close
7545,1065,15,52,0.425531914893617,0.2239382239382239,0.8333333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,BAD_PRACTICE,NM_CONFUSING,3,0.5,0.5,0.0837600739859955,0.0,0.0837600739859955,1.0,9003,112,351,1,0,0,1,1,0,0,1,1,0,0,0,1,1,close
7545,1065,15,52,0.1329787234042553,0.2239382239382239,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,112,351,1,0,0,1,1,0,0,1,1,0,0,0,1,1,close
7545,1065,15,52,0.4680851063829787,0.2239382239382239,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,29,PERFORMANCE,SIC_INNER_SHOULD_BE_STATIC_ANON,3,0.0,0.7333333333333333,0.0507433447509164,0.4666666666666667,0.0507433447509164,1.0,9003,112,351,1,0,0,1,1,0,0,1,1,0,0,0,1,1,close
7545,1065,35,52,0.2333333333333333,0.6122448979591837,0.2291666666666666,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,NP_NULL_ON_SOME_PATH_FROM_RETURN_VALUE,2,1.0,0.75,0.3518318831535469,0.5,0.3518318831535469,1.0,3707,112,578,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7545,1065,35,52,0.8822695035460993,0.6122448979591837,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,29,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,112,578,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
8465,1639,4,23,0.4939759036144578,0.52,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,I18N,DM_DEFAULT_ENCODING,1,-1.0,0.6538461538461539,1.6734601821037333e-05,0.3269230769230769,1.6734601821037333e-05,-1.0,2677,8,120,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
8703,1719,3,23,0.2666666666666666,0.5075757575757576,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RCN_REDUNDANT_NULLCHECK_OF_NONNULL_VALUE,3,-1.0,0.2857142857142857,0.3518318831535469,-0.4285714285714285,0.3518318831535469,-1.0,3945,8,167,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
6870,584,5,23,0.91,0.8333333333333334,1.0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,8,STYLE,BC_UNCONFIRMED_CAST_OF_RETURN_VALUE,3,-1.0,0.2222222222222222,0.3518318831535469,-0.5555555555555556,0.3518318831535469,-1.0,1006,8,32,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
7545,1065,17,23,0.1774891774891775,0.624,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,9003,8,194,0,0,1,0,1,0,0,0,1,0,0,0,1,1,open
7545,1065,16,23,0.2610837438423645,1.3289473684210529,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,1.0,3881,8,107,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
8465,1639,17,23,0.1864406779661017,1.077669902912621,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,8,STYLE,RI_REDUNDANT_INTERFACES,3,0.0,0.8813559322033898,0.3518318831535469,0.7627118644067796,0.3518318831535469,-1.0,3881,8,41,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
8465,1639,19,23,0.9846153846153848,0.6714285714285714,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,STYLE,REC_CATCH_EXCEPTION,3,1.0,0.3958333333333333,0.3518318831535469,-0.2083333333333333,0.3518318831535469,1.0,3707,8,361,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
8465,1639,19,23,0.7615384615384615,0.6714285714285714,0.5789473684210527,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,8,STYLE,RV_RETURN_VALUE_IGNORED_NO_SIDE_EFFECT,2,1.0,0.3333333333333333,0.3518318831535469,0.0,0.3518318831535469,1.0,2860,8,361,0,0,0,0,0,0,0,0,1,0,1,0,1,0,close
7509,1056,17,10,0.3709677419354839,1.1122994652406415,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1052631578947368,0.1653681910833421,-0.7894736842105263,0.1653681910833421,-1.0,8320,35,638,0,0,1,0,0,0,0,1,1,0,0,0,1,1,open
7509,1056,17,10,0.4585253456221198,1.1122994652406415,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1052631578947368,0.1653681910833421,-0.7894736842105263,0.1653681910833421,-1.0,8320,35,638,0,0,1,0,0,0,0,1,1,0,0,0,1,1,open
7509,1056,17,10,0.3387096774193548,1.1122994652406415,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1052631578947368,0.1653681910833421,-0.7894736842105263,0.1653681910833421,-1.0,8320,35,638,0,0,1,0,0,0,0,1,1,0,0,0,1,1,open
7509,1056,17,10,0.4078341013824885,1.1122994652406415,0.3333333333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,MALICIOUS_CODE,EI_EXPOSE_REP2,2,-1.0,0.1052631578947368,0.1653681910833421,-0.7894736842105263,0.1653681910833421,-1.0,8320,35,638,0,0,1,0,0,0,0,1,1,0,0,0,1,1,open
7509,1056,15,10,0.6769911504424779,0.5769230769230769,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,19,STYLE,BC_UNCONFIRMED_CAST,3,-1.0,0.2873563218390804,0.3518318831535469,-0.3908045977011494,0.3518318831535469,0.0,6686,35,318,0,0,0,0,0,0,0,0,1,0,0,0,1,1,open
7509,1056,15,10,0.3982300884955752,0.5769230769230769,0.5654761904761905,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,BAD_PRACTICE,CN_IDIOM_NO_SUPER_CALL,2,1.0,0.4,0.0837600739859955,-0.2,0.0837600739859955,0.0,7398,35,318,0,0,0,0,0,0,0,0,1,0,0,0,1,1,close
7509,1056,15,10,0.7389380530973452,0.5769230769230769,0.1935483870967742,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,MT_CORRECTNESS,NO_NOTIFY_NOT_NOTIFYALL,3,0.0,0.6666666666666666,0.0394444444444444,0.3333333333333333,0.0394444444444444,0.0,6686,35,318,0,0,0,0,0,0,0,0,1,0,0,0,1,1,close
7509,1056,15,10,0.9557522123893806,0.5769230769230769,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,MT_CORRECTNESS,NO_NOTIFY_NOT_NOTIFYALL,3,1.0,0.6666666666666666,0.0394444444444444,0.3333333333333333,0.0394444444444444,0.0,6686,35,318,0,0,0,0,0,0,0,0,1,0,0,0,1,1,close
7509,1056,15,10,0.7964601769911505,0.5769230769230769,0.4193548387096774,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,19,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,0.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,0.0,3094,35,318,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
7509,1056,15,10,0.3628318584070796,0.5769230769230769,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,STYLE,UWF_FIELD_NOT_INITIALIZED_IN_CONSTRUCTOR,3,-1.0,0.2142857142857142,0.3518318831535469,-0.5357142857142857,0.3518318831535469,0.0,3707,35,318,0,0,0,0,0,0,0,0,1,0,0,0,1,0,open
7509,1056,6,10,0.3684210526315789,0.7166666666666667,0.5833333333333334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,BAD_PRACTICE,CN_IDIOM_NO_SUPER_CALL,1,-1.0,0.4,0.0837600739859955,-0.2,0.0837600739859955,-1.0,3707,35,95,0,0,0,0,0,0,0,0,0,0,0,0,1,0,open
